filename,label,character,environment,art_style,long_description,short_description
chapter_9.rpy,show university_campus,None,University campus (daytime, students walking, lush greenery),Semi-realistic,"A university campus with daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A university campus with [environment details]. [Artstyle] art style."
chapter_9.rpy,show amelia_determined_campus,Amelia (18, fair skin, long brown hair, blue eyes, looking determined, wearing casual clothes),University campus (daytime, students walking, lush greenery),Semi-realistic,"An 18-year-old girl named Amelia looking determined on a university campus. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] looking determined on a university campus. The university campus has [environment details]. [Artstyle] art style."
chapter_9.rpy,show amelia_walking_campus,Amelia (18, fair skin, long brown hair, blue eyes, walking with purpose, wearing casual clothes),University campus (daytime, students walking, lush greenery),Semi-realistic,"An 18-year-old girl named Amelia walking with purpose on a university campus. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] walking with purpose on a university campus. The university campus has [environment details]. [Artstyle] art style."
chapter_9.rpy,show amelia_overhearing_gossip,Amelia (18, fair skin, long brown hair, blue eyes, overhearing gossip, looking troubled, wearing casual clothes),University campus (daytime, students walking, lush greenery),Semi-realistic,"An 18-year-old girl named Amelia overhearing gossip and looking troubled on a university campus. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] overhearing gossip and looking troubled on a university campus. The university campus has [environment details]. [Artstyle] art style."
chapter_9.rpy,show amelia_reflecting_campus,Amelia (18, fair skin, long brown hair, blue eyes, reflecting, looking thoughtful, wearing casual clothes),University campus (daytime, students walking, lush greenery),Semi-realistic,"An 18-year-old girl named Amelia reflecting and looking thoughtful on a university campus. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] reflecting and looking thoughtful on a university campus. The university campus has [environment details]. [Artstyle] art style."
chapter_9.rpy,show amelia_sense_of_purpose,Amelia (18, fair skin, long brown hair, blue eyes, looking purposeful, wearing casual clothes),University campus (daytime, students walking, lush greenery),Semi-realistic,"An 18-year-old girl named Amelia looking purposeful on a university campus. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] looking purposeful on a university campus. The university campus has [environment details]. [Artstyle] art style."
chapter_9.rpy,show amelia_focusing_campus,Amelia (18, fair skin, long brown hair, blue eyes, focusing on her goals, looking determined, wearing casual clothes),University campus (daytime, students walking, lush greenery),Semi-realistic,"An 18-year-old girl named Amelia focusing on her goals and looking determined on a university campus. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] focusing on her goals and looking determined on a university campus. The university campus has [environment details]. [Artstyle] art style."
chapter_9.rpy,show amelia_determined_walking,Amelia (18, fair skin, long brown hair, blue eyes, walking with renewed determination, wearing casual clothes),University campus (daytime, students walking, lush greenery),Semi-realistic,"An 18-year-old girl named Amelia walking with renewed determination on a university campus. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] walking with renewed determination on a university campus. The university campus has [environment details]. [Artstyle] art style."
chapter_9.rpy,show amelia_avoiding_thoughts,Amelia (18, fair skin, long brown hair, blue eyes, avoiding thoughts, looking anxious, wearing casual clothes),University campus (daytime, students walking, lush greenery),Semi-realistic,"An 18-year-old girl named Amelia avoiding her thoughts and looking anxious on a university campus. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] avoiding her thoughts and looking anxious on a university campus. The university campus has [environment details]. [Artstyle] art style."
chapter_9.rpy,show amelia_walking_quickly,Amelia (18, fair skin, long brown hair, blue eyes, walking quickly, looking anxious, wearing casual clothes),University campus (daytime, students walking, lush greenery),Semi-realistic,"An 18-year-old girl named Amelia walking quickly and looking anxious on a university campus. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] walking quickly and looking anxious on a university campus. The university campus has [environment details]. [Artstyle] art style."
chapter_9.rpy,show amelia_sees_professor,Amelia (18, fair skin, long brown hair, blue eyes, looking surprised, wearing casual clothes),University campus (daytime, students walking, lush greenery),Semi-realistic,"An 18-year-old girl named Amelia looking surprised on a university campus. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] looking surprised on a university campus. The university campus has [environment details]. [Artstyle] art style."
chapter_9.rpy,show professor_hawthorne_concerned,Professor Hawthorne (middle-aged, medium skin tone, short black hair, brown eyes, looking concerned, wearing a suit),University campus (daytime, students walking, lush greenery),Semi-realistic,"A middle-aged man named Professor Hawthorne looking concerned on a university campus. Professor Hawthorne has a medium skin tone, short black hair, and brown eyes. He is wearing a suit. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] looking concerned on a university campus. The university campus has [environment details]. [Artstyle] art style."
chapter_9.rpy,show amelia_surprised,Amelia (18, fair skin, long brown hair, blue eyes, looking surprised, wearing casual clothes),University campus (daytime, students walking, lush greenery),Semi-realistic,"An 18-year-old girl named Amelia looking surprised on a university campus. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] looking surprised on a university campus. The university campus has [environment details]. [Artstyle] art style."
chapter_9.rpy,show amelia_opening_up,Amelia (18, fair skin, long brown hair, blue eyes, opening up, looking emotional, wearing casual clothes),University campus (daytime, students walking, lush greenery),Semi-realistic,"An 18-year-old girl named Amelia opening up and looking emotional on a university campus. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] opening up and looking emotional on a university campus. The university campus has [environment details]. [Artstyle] art style."
chapter_9.rpy,show professor_hawthorne_listening,Professor Hawthorne (middle-aged, medium skin tone, short black hair, brown eyes, listening intently, wearing a suit),University campus (daytime, students walking, lush greenery),Semi-realistic,"A middle-aged man named Professor Hawthorne listening intently on a university campus. Professor Hawthorne has a medium skin tone, short black hair, and brown eyes. He is wearing a suit. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] listening intently on a university campus. The university campus has [environment details]. [Artstyle] art style."
chapter_9.rpy,show amelia_comforted,Amelia (18, fair skin, long brown hair, blue eyes, looking comforted, wearing casual clothes),University campus (daytime, students walking, lush greenery),Semi-realistic,"An 18-year-old girl named Amelia looking comforted on a university campus. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] looking comforted on a university campus. The university campus has [environment details]. [Artstyle] art style."
chapter_9.rpy,show professor_hawthorne_supportive,Professor Hawthorne (middle-aged, medium skin tone, short black hair, brown eyes, looking supportive, wearing a suit),University campus (daytime, students walking, lush greenery),Semi-realistic,"A middle-aged man named Professor Hawthorne looking supportive on a university campus. Professor Hawthorne has a medium skin tone, short black hair, and brown eyes. He is wearing a suit. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] looking supportive on a university campus. The university campus has [environment details]. [Artstyle] art style."
chapter_9.rpy,show amelia_grateful_smile,Amelia (18, fair skin, long brown hair, blue eyes, smiling gratefully, wearing casual clothes),University campus (daytime, students walking, lush greenery),Semi-realistic,"An 18-year-old girl named Amelia smiling gratefully on a university campus. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] smiling gratefully on a university campus. The university campus has [environment details]. [Artstyle] art style."
chapter_9.rpy,show amelia_keeping_distance,Amelia (18, fair skin, long brown hair, blue eyes, keeping emotional distance, looking reserved, wearing casual clothes),University campus (daytime, students walking, lush greenery),Semi-realistic,"An 18-year-old girl named Amelia keeping emotional distance and looking reserved on a university campus. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] keeping emotional distance and looking reserved on a university campus. The university campus has [environment details]. [Artstyle] art style."
chapter_9.rpy,show professor_hawthorne_respecting_boundaries,Professor Hawthorne (middle-aged, medium skin tone, short black hair, brown eyes, respecting boundaries, looking understanding, wearing a suit),University campus (daytime, students walking, lush greenery),Semi-realistic,"A middle-aged man named Professor Hawthorne respecting boundaries and looking understanding on a university campus. Professor Hawthorne has a medium skin tone, short black hair, and brown eyes. He is wearing a suit. The university campus has daytime lighting, students walking, and lush greenery. Semi-realistic art style.","A [character age]-year-old [character description] respecting boundaries and looking understanding on a university campus. The university campus has [environment details]. [Artstyle] art style."
