3_refusal_of_the_call.rpy;"show amelia_studying_dorm_night_full""";" ""An 18-year-old girl named Amelia studying at her desk in her dorm room at night. Amelia has fair skin, long brown hair, and blue eyes. She is wearing glasses and casual clothes. The dorm room is dimly lit with a desk lamp, and you can see books, a laptop, and posters on the wall. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Deep Blue (#191970): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show amelia_calling_dorm_night_full""";" ""An 18-year-old girl named Amelia making a phone call in her dorm room at night. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes and looks concerned. The dorm room is dimly lit with a desk lamp, and you can see books, a laptop, and posters on the wall. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Deep Blue (#191970): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show amelia_tired_dorm_night_full""";" ""An 18-year-old girl named Amelia looking tired in her dorm room at night. Amelia has fair skin, long brown hair, and blue eyes. She is wearing pajamas and sitting on her bed. The dorm room is dimly lit with a desk lamp, and you can see books, a laptop, and posters on the wall. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Deep Blue (#191970): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show lucas_text_workshop_plans_full""";" ""A young man named Lucas texting about workshop plans. Lucas has fair skin, short brown hair, and green eyes. He is wearing a work apron and is in a workshop setting with tools and materials around him. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Deep Blue (#191970): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show amelia_smiling_dorm_night_full""";" ""An 18-year-old girl named Amelia smiling in her dorm room at night. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes and looks happy. The dorm room is dimly lit with a desk lamp, and you can see books, a laptop, and posters on the wall. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Deep Blue (#191970): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show amelia_waking_dorm_morning_full""";" ""An 18-year-old girl named Amelia waking up in her dorm room in the morning. Amelia has fair skin, long brown hair, and blue eyes. She is wearing pajamas. The dorm room is cozy with posters on the walls, a desk with books, a neatly made bed, and morning light. Mix of Comic Book and Impressionism art style";" Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show amelia_on_phone_concerned_full""";" ""An 18-year-old girl named Amelia looking concerned while talking on the phone. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes and standing in her dorm room. The room is dimly lit with a desk lamp, showing posters on the wall and a bed. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Deep Blue (#191970): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show sarah_on_phone_tired_full""";" ""A 19-year-old girl named Sarah looking tired while talking on the phone. Sarah an 18-year-old girl she has pale skin and short blonde hair, blue eyes.. She is wearing pajamas and sitting in her bedroom. The room is dimly lit, with a bed, a nightstand, and a lamp. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Deep Blue (#191970): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show sarah_on_phone_distant_full""";" ""A 19-year-old girl named Sarah looking distant while talking on the phone. Sarah an 18-year-old girl she has pale skin and short blonde hair, blue eyes.. She is wearing casual clothes and sitting in her bedroom. The room is dimly lit, with a bed, a nightstand, and a lamp. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Deep Blue (#191970): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show amelia_texting_concerned_full""";" ""An 18-year-old girl named Amelia looking concerned while texting on her phone. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes and standing in her dorm room. The room is dimly lit with a desk lamp, showing posters on the wall and a bed. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Deep Blue (#191970): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show sarah_text_reassuring_full""";" ""A 19-year-old girl named Sarah texting a reassuring message. Sarah an 18-year-old girl she has pale skin and short blonde hair, blue eyes.. She is wearing casual clothes and sitting in her bedroom. The room is dimly lit, with a bed, a nightstand, and a lamp. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Deep Blue (#191970): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show sarah_text_short_full""";" ""A 19-year-old girl named Sarah texting a short message. Sarah an 18-year-old girl she has pale skin and short blonde hair, blue eyes.. She is wearing casual clothes and sitting in her bedroom. The room is dimly lit, with a bed, a nightstand, and a lamp. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Deep Blue (#191970): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show amelia_liz_breakfast_cafeteria_full""";" ""An 18-year-old girl named Amelia having breakfast with her friend Liz in the cafeteria. Amelia has fair skin, long brown hair, and blue eyes. Liz has fair skin, blonde hair, and green eyes. Both are wearing casual clothes. The cafeteria is bright and busy with students. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Sky Blue (#87CEEB): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show liz_neutral_cafeteria_full""";" ""A 19-year-old girl named Liz looking neutral while talking to her friend Amelia in the cafeteria. Liz has fair skin, blonde hair, and green eyes. Amelia has fair skin, long brown hair, and blue eyes. Both are wearing casual clothes. The cafeteria is bright and busy with students. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Sky Blue (#87CEEB): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show liz_concerned_cafeteria_full""";" ""A 19-year-old girl named Liz looking concerned while talking to her friend Amelia in the cafeteria. Liz has fair skin, blonde hair, and green eyes. Amelia has fair skin, long brown hair, and blue eyes. Both are wearing casual clothes. The cafeteria is bright and busy with students. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Sky Blue (#87CEEB): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show amelia_concerned_liz_cafeteria_full""";" ""An 18-year-old girl named Amelia looking concerned while talking to her friend Liz in the cafeteria. Amelia has fair skin, long brown hair, and blue eyes. Liz has fair skin, blonde hair, and green eyes. Both are wearing casual clothes. The cafeteria is bright and busy with students. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Sky Blue (#87CEEB): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show liz_supportive_liz_cafeteria_full""";" ""A 19-year-old girl named Liz looking supportive while talking to her friend Amelia in the cafeteria. Liz has fair skin, blonde hair, and green eyes. Amelia has fair skin, long brown hair, and blue eyes. Both are wearing casual clothes. The cafeteria is bright and busy with students. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Sky Blue (#87CEEB): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show amelia_reserved_liz_cafeteria_full""";" ""An 18-year-old girl named Amelia looking reserved while talking to her friend Liz in the cafeteria. Amelia has fair skin, long brown hair, and blue eyes. Liz has fair skin, blonde hair, and green eyes. Both are wearing casual clothes. The cafeteria is bright and busy with students. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Sky Blue (#87CEEB): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show amelia_maya_library_full""";" ""An 18-year-old girl named Amelia talking to her friend Maya in the library. Amelia has fair skin, long brown hair, and blue eyes. Maya has medium skin, black hair, and brown eyes. Both are wearing casual clothes. The library is quiet with shelves full of books. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Deep Green (#006400): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show maya_excited_library_full""";" ""A 19-year-old girl named Maya looking excited while talking to her friend Amelia in the library. Maya has medium skin, black hair, and brown eyes. Amelia has fair skin, long brown hair, and blue eyes. Both are wearing casual clothes. The library is quiet with shelves full of books. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Deep Green (#006400): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show amelia_curious_maya_library_full""";" ""An 18-year-old girl named Amelia looking curious while talking to her friend Maya in the library. Amelia has fair skin, long brown hair, and blue eyes. Maya has medium skin, black hair, and brown eyes. Both are wearing casual clothes. The library is quiet with shelves full of books. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Deep Green (#006400): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show maya_enthusiastic_maya_library_full""";" ""A 19-year-old girl named Maya looking enthusiastic while talking to her friend Amelia in the library. Maya has medium skin, black hair, and brown eyes. Amelia has fair skin, long brown hair, and blue eyes. Both are wearing casual clothes. The library is quiet with shelves full of books. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Deep Green (#006400): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show maya_secretive_maya_library_full""";" ""A 19-year-old girl named Maya looking secretive while talking to her friend Amelia in the library. Maya has medium skin, black hair, and brown eyes. Amelia has fair skin, long brown hair, and blue eyes. Both are wearing casual clothes. The library is quiet with shelves full of books. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Deep Green (#006400): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show amelia_waking_dorm_morning_light_full""";" ""An 18-year-old girl named Amelia waking up in her dorm room in the morning with light streaming in. Amelia has fair skin, long brown hair, and blue eyes. She is wearing pajamas. The dorm room is cozy with posters on the walls, a desk with books, a neatly made bed, and morning light. Mix of Comic Book and Impressionism art style";" Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."","
3_refusal_of_the_call.rpy;"show amelia_dorm_room_night_full""";" ""An 18-year-old girl named Amelia in her dorm room at night. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The dorm room is dimly lit with a desk lamp, and you can see books, a laptop, and posters on the wall. Mix of Comic Book and Impressionism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000) - Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF) - 16:9 format";" Primary Colors: Soft Yellow (#FFD700) - Warm Brown (#8B4513) - Deep Blue (#191970): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format."""
