
file,show,character,environment,artstyle,description,prompt
chapter_11.rpy,show amelia_studying_in_dorm_room,Amelia (18, fair skin, long brown hair, blue eyes, studying in dorm room),Dorm room (messy, textbooks, notes, empty coffee cups),Semi-realistic,"An 18-year-old girl named Amelia studying in her dorm room. Amelia has fair skin, long brown hair, and blue eyes. The dorm room is messy, with textbooks, notes, and empty coffee cups. Semi-realistic art style.","A [character age]-year-old [character description] studying in her dorm room. The dorm room is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_looking_at_calendar_stressed,Amelia (18, fair skin, long brown hair, blue eyes, looking stressed at calendar),Dorm room (calendar, deadlines, study sessions),Semi-realistic,"An 18-year-old girl named Amelia looking stressed at her calendar. Amelia has fair skin, long brown hair, and blue eyes. The dorm room has a calendar with deadlines and study sessions. Semi-realistic art style.","A [character age]-year-old [character description] looking stressed at her calendar. The dorm room is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_receives_text_from_lucas,Amelia (18, fair skin, long brown hair, blue eyes, receiving text from Lucas),Dorm room (messy, textbooks, notes, empty coffee cups),Semi-realistic,"An 18-year-old girl named Amelia receiving a text from Lucas. Amelia has fair skin, long brown hair, and blue eyes. The dorm room is messy, with textbooks, notes, and empty coffee cups. Semi-realistic art style.","A [character age]-year-old [character description] receiving a text from Lucas. The dorm room is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_considering_text_message,Amelia (18, fair skin, long brown hair, blue eyes, considering text message),Dorm room (messy, textbooks, notes, empty coffee cups),Semi-realistic,"An 18-year-old girl named Amelia considering a text message. Amelia has fair skin, long brown hair, and blue eyes. The dorm room is messy, with textbooks, notes, and empty coffee cups. Semi-realistic art style.","A [character age]-year-old [character description] considering a text message. The dorm room is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_texting_lucas_yes,Amelia (18, fair skin, long brown hair, blue eyes, texting yes to Lucas),Dorm room (messy, textbooks, notes, empty coffee cups),Semi-realistic,"An 18-year-old girl named Amelia texting yes to Lucas. Amelia has fair skin, long brown hair, and blue eyes. The dorm room is messy, with textbooks, notes, and empty coffee cups. Semi-realistic art style.","A [character age]-year-old [character description] texting yes to Lucas. The dorm room is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_getting_ready_to_go_out,Amelia (18, fair skin, long brown hair, blue eyes, getting ready to go out),Dorm room (messy, textbooks, notes, empty coffee cups),Semi-realistic,"An 18-year-old girl named Amelia getting ready to go out. Amelia has fair skin, long brown hair, and blue eyes. The dorm room is messy, with textbooks, notes, and empty coffee cups. Semi-realistic art style.","A [character age]-year-old [character description] getting ready to go out. The dorm room is [environment details]. [Artstyle] art style."
chapter_11.rpy,scene bg student_union_night,Amelia (18, fair skin, long brown hair, blue eyes, arriving at student union),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old girl named Amelia arriving at the student union at night. Amelia has fair skin, long brown hair, and blue eyes. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] arriving at the student union at night. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_arriving_at_student_union,Amelia (18, fair skin, long brown hair, blue eyes, arriving at student union),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old girl named Amelia arriving at the student union. Amelia has fair skin, long brown hair, and blue eyes. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] arriving at the student union. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_greeting_friends_at_table,Amelia (18, fair skin, long brown hair, blue eyes, greeting friends at table),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old girl named Amelia greeting friends at a table. Amelia has fair skin, long brown hair, and blue eyes. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] greeting friends at a table. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show lucas_smiling_at_amelia,Lucas (18, fair skin, short brown hair, smiling at Amelia),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old boy named Lucas smiling at Amelia. Lucas has fair skin and short brown hair. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] smiling at Amelia. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show zara_raising_glass_to_toast,Zara (18, dark skin, curly black hair, raising glass to toast),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old girl named Zara raising a glass to toast. Zara has dark skin and curly black hair. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] raising a glass to toast. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show raj_and_others_raising_glasses,Raj (18, brown skin, short black hair) and others (various appearances, raising glasses),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old boy named Raj and others raising glasses. Raj has brown skin and short black hair. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] and others raising glasses. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_smiling_and_drinking,Amelia (18, fair skin, long brown hair, blue eyes, smiling and drinking),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old girl named Amelia smiling and drinking. Amelia has fair skin, long brown hair, and blue eyes. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] smiling and drinking. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show lucas_leaning_in_to_talk_to_amelia,Lucas (18, fair skin, short brown hair, leaning in to talk to Amelia),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old boy named Lucas leaning in to talk to Amelia. Lucas has fair skin and short brown hair. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] leaning in to talk to Amelia. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_thinking_about_summer_plans,Amelia (18, fair skin, long brown hair, blue eyes, thinking about summer plans),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old girl named Amelia thinking about summer plans. Amelia has fair skin, long brown hair, and blue eyes. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] thinking about summer plans. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show zara_curious_about_research,Zara (18, dark skin, curly black hair, looking curious),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old girl named Zara looking curious. Zara has dark skin and curly black hair. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] looking curious. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_passionate_about_clinical_psych,Amelia (18, fair skin, long brown hair, blue eyes, passionate about clinical psychology),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old girl named Amelia looking passionate about clinical psychology. Amelia has fair skin, long brown hair, and blue eyes. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] looking passionate about clinical psychology. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show lucas_impressed_by_amelia,Lucas (18, fair skin, short brown hair, looking impressed),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old boy named Lucas looking impressed. Lucas has fair skin and short brown hair. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] looking impressed. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show raj_agreeing_with_lucas,Raj (18, brown skin, short black hair, agreeing with Lucas),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old boy named Raj agreeing with Lucas. Raj has brown skin and short black hair. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] agreeing with Lucas. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_excited_about_neuropsych,Amelia (18, fair skin, long brown hair, blue eyes, excited about neuropsychology),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old girl named Amelia excited about neuropsychology. Amelia has fair skin, long brown hair, and blue eyes. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] excited about neuropsychology. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show zara_relating_to_amelia,Zara (18, dark skin, curly black hair, relating to Amelia),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old girl named Zara relating to Amelia. Zara has dark skin and curly black hair. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] relating to Amelia. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show lucas_curious_about_research,Lucas (18, fair skin, short brown hair, looking curious),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old boy named Lucas looking curious. Lucas has fair skin and short brown hair. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] looking curious. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_reflecting_on_goals,Amelia (18, fair skin, long brown hair, blue eyes, reflecting on goals),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old girl named Amelia reflecting on her goals. Amelia has fair skin, long brown hair, and blue eyes. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] reflecting on her goals. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_thanking_friends,Amelia (18, fair skin, long brown hair, blue eyes, thanking friends),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old girl named Amelia thanking her friends. Amelia has fair skin, long brown hair, and blue eyes. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] thanking her friends. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show friends_smiling_at_amelia,Friends (various appearances, smiling at Amelia),Student Union (bustling, night, friends gathered),Semi-realistic,"Friends smiling at Amelia in the student union. Various appearances. The student union is bustling with friends gathered. Semi-realistic art style.","[Description of friends] smiling at Amelia. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_feeling_supported,Amelia (18, fair skin, long brown hair, blue eyes, feeling supported),Student Union (bustling, night, friends gathered),Semi-realistic,"An 18-year-old girl named Amelia feeling supported by her friends. Amelia has fair skin, long brown hair, and blue eyes. The student union is bustling with friends gathered. Semi-realistic art style.","A [character age]-year-old [character description] feeling supported by her friends. The student union is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_texting_lucas_no,Amelia (18, fair skin, long brown hair, blue eyes, texting no to Lucas),Dorm room (messy, textbooks, notes, empty coffee cups),Semi-realistic,"An 18-year-old girl named Amelia texting no to Lucas. Amelia has fair skin, long brown hair, and blue eyes. The dorm room is messy, with textbooks, notes, and empty coffee cups. Semi-realistic art style.","A [character age]-year-old [character description] texting no to Lucas. The dorm room is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_sighing_and_studying,Amelia (18, fair skin, long brown hair, blue eyes, sighing and studying),Dorm room (messy, textbooks, notes, empty coffee cups),Semi-realistic,"An 18-year-old girl named Amelia sighing and studying. Amelia has fair skin, long brown hair, and blue eyes. The dorm room is messy, with textbooks, notes, and empty coffee cups. Semi-realistic art style.","A [character age]-year-old [character description] sighing and studying. The dorm room is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_thinking_about_year,Amelia (18, fair skin, long brown hair, blue eyes, thinking about the year),Dorm room (messy, textbooks, notes, empty coffee cups),Semi-realistic,"An 18-year-old girl named Amelia thinking about the year. Amelia has fair skin, long brown hair, and blue eyes. The dorm room is messy, with textbooks, notes, and empty coffee cups. Semi-realistic art style.","A [character age]-year-old [character description] thinking about the year. The dorm room is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_reflecting_on_sarah,Amelia (18, fair skin, long brown hair, blue eyes, reflecting on Sarah),Dorm room (messy, textbooks, notes, empty coffee cups),Semi-realistic,"An 18-year-old girl named Amelia reflecting on Sarah. Amelia has fair skin, long brown hair, and blue eyes. The dorm room is messy, with textbooks, notes, and empty coffee cups. Semi-realistic art style.","A [character age]-year-old [character description] reflecting on Sarah. The dorm room is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_grieving_sarah,Amelia (18, fair skin, long brown hair, blue eyes, grieving Sarah),Dorm room (messy, textbooks, notes, empty coffee cups),Semi-realistic,"An 18-year-old girl named Amelia grieving Sarah. Amelia has fair skin, long brown hair, and blue eyes. The dorm room is messy, with textbooks, notes, and empty coffee cups. Semi-realistic art style.","A [character age]-year-old [character description] grieving Sarah. The dorm room is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_determined_to_succeed,Amelia (18, fair skin, long brown hair, blue eyes, determined to succeed),Dorm room (messy, textbooks, notes, empty coffee cups),Semi-realistic,"An 18-year-old girl named Amelia determined to succeed. Amelia has fair skin, long brown hair, and blue eyes. The dorm room is messy, with textbooks, notes, and empty coffee cups. Semi-realistic art style.","A [character age]-year-old [character description] determined to succeed. The dorm room is [environment details]. [Artstyle] art style."
chapter_11.rpy,scene bg library,Amelia (18, fair skin, long brown hair, blue eyes, studying in library),Library (books, quiet, focused students),Semi-realistic,"An 18-year-old girl named Amelia studying in the library. Amelia has fair skin, long brown hair, and blue eyes. The library has books, is quiet, and has focused students. Semi-realistic art style.","A [character age]-year-old [character description] studying in the library. The library is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_studying_in_library,Amelia (18, fair skin, long brown hair, blue eyes, studying in library),Library (books, quiet, focused students),Semi-realistic,"An 18-year-old girl named Amelia studying in the library. Amelia has fair skin, long brown hair, and blue eyes. The library has books, is quiet, and has focused students. Semi-realistic art style.","A [character age]-year-old [character description] studying in the library. The library is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_looking_exhausted,Amelia (18, fair skin, long brown hair, blue eyes, looking exhausted),Library (books, quiet, focused students),Semi-realistic,"An 18-year-old girl named Amelia looking exhausted. Amelia has fair skin, long brown hair, and blue eyes. The library has books, is quiet, and has focused students. Semi-realistic art style.","A [character age]-year-old [character description] looking exhausted. The library is [environment details]. [Artstyle] art style."
chapter_11.rpy,show sophia_standing_by_amelia,Sophia (18, fair skin, short blonde hair, standing by Amelia),Library (books, quiet, focused students),Semi-realistic,"An 18-year-old girl named Sophia standing by Amelia. Sophia has fair skin and short blonde hair. The library has books, is quiet, and has focused students. Semi-realistic art style.","A [character age]-year-old [character description] standing by Amelia. The library is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_surprised_to_see_sophia,Amelia (18, fair skin, long brown hair, blue eyes, surprised to see Sophia),Library (books, quiet, focused students),Semi-realistic,"An 18-year-old girl named Amelia surprised to see Sophia. Amelia has fair skin, long brown hair, and blue eyes. The library has books, is quiet, and has focused students. Semi-realistic art style.","A [character age]-year-old [character description] surprised to see Sophia. The library is [environment details]. [Artstyle] art style."
chapter_11.rpy,show sophia_looking_nervous,Sophia (18, fair skin, short blonde hair, looking nervous),Library (books, quiet, focused students),Semi-realistic,"An 18-year-old girl named Sophia looking nervous. Sophia has fair skin and short blonde hair. The library has books, is quiet, and has focused students. Semi-realistic art style.","A [character age]-year-old [character description] looking nervous. The library is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_curious,Amelia (18, fair skin, long brown hair, blue eyes, curious about what Sophia says),Library (books, quiet, focused students),Semi-realistic,"An 18-year-old girl named Amelia curious about what Sophia says. Amelia has fair skin, long brown hair, and blue eyes. The library has books, is quiet, and has focused students. Semi-realistic art style.","A [character age]-year-old [character description] curious about what Sophia says. The library is [environment details]. [Artstyle] art style."
chapter_11.rpy,show sophia_smiling,Sophia (18, fair skin, short blonde hair, smiling at Amelia),Library (books, quiet, focused students),Semi-realistic,"An 18-year-old girl named Sophia smiling at Amelia. Sophia has fair skin and short blonde hair. The library has books, is quiet, and has focused students. Semi-realistic art style.","A [character age]-year-old [character description] smiling at Amelia. The library is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_smiling_at_sophia,Amelia (18, fair skin, long brown hair, blue eyes, smiling at Sophia),Library (books, quiet, focused students),Semi-realistic,"An 18-year-old girl named Amelia smiling at Sophia. Amelia has fair skin, long brown hair, and blue eyes. The library has books, is quiet, and has focused students. Semi-realistic art style.","A [character age]-year-old [character description] smiling at Sophia. The library is [environment details]. [Artstyle] art style."
chapter_11.rpy,show sophia_laughing,Sophia (18, fair skin, short blonde hair, laughing),Library (books, quiet, focused students),Semi-realistic,"An 18-year-old girl named Sophia laughing. Sophia has fair skin and short blonde hair. The library has books, is quiet, and has focused students. Semi-realistic art style.","A [character age]-year-old [character description] laughing. The library is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_shaking_sophias_hand,Amelia (18, fair skin, long brown hair, blue eyes, shaking Sophia's hand),Library (books, quiet, focused students),Semi-realistic,"An 18-year-old girl named Amelia shaking Sophia's hand. Amelia has fair skin, long brown hair, and blue eyes. The library has books, is quiet, and has focused students. Semi-realistic art style.","A [character age]-year-old [character description] shaking Sophia's hand. The library is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_taking_exams,Amelia (18, fair skin, long brown hair, blue eyes, taking exams),Classroom (exam setting, desks, students),Semi-realistic,"An 18-year-old girl named Amelia taking exams. Amelia has fair skin, long brown hair, and blue eyes. The classroom has an exam setting with desks and students. Semi-realistic art style.","A [character age]-year-old [character description] taking exams. The classroom is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_looking_pensive,Amelia (18, fair skin, long brown hair, blue eyes, looking pensive),Classroom (exam setting, desks, students),Semi-realistic,"An 18-year-old girl named Amelia looking pensive. Amelia has fair skin, long brown hair, and blue eyes. The classroom has an exam setting with desks and students. Semi-realistic art style.","A [character age]-year-old [character description] looking pensive. The classroom is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_feeling_confident,Amelia (18, fair skin, long brown hair, blue eyes, feeling confident),Classroom (exam setting, desks, students),Semi-realistic,"An 18-year-old girl named Amelia feeling confident. Amelia has fair skin, long brown hair, and blue eyes. The classroom has an exam setting with desks and students. Semi-realistic art style.","A [character age]-year-old [character description] feeling confident. The classroom is [environment details]. [Artstyle] art style."
chapter_11.rpy,show amelia_looking_uncertain,Amelia (18, fair skin, long brown hair, blue eyes, looking uncertain),Classroom (exam setting, desks, students),Semi-realistic,"An 18-year-old girl named Amelia looking uncertain. Amelia has fair skin, long brown hair, and blue eyes. The classroom has an exam setting with desks and students. Semi-realistic art style.","A [character age]-year-old [character description] looking uncertain. The classroom is [environment details]. [Artstyle] art style."
chapter_11.rpy,scene bg banquet_hall,Amelia (18, fair skin, long brown hair, blue eyes, arriving at banquet hall),Banquet Hall (decorated, formal event, students and faculty),Semi-realistic,"An 18-year-old girl named Amelia arriving at the banquet hall. Amelia has fair skin, long brown hair, and blue eyes. The banquet hall is decorated for a formal event with students and faculty. Semi-realistic art style.","A [character age]-year-old [character description] arriving at the banquet hall. The banquet hall is [environment details]. [Artstyle] art style."
